76,61,1473,1091,496
76,61,1473,1091,496
76,61,1472,1091,496
75,60,1467,1087,494
76,61,1473,1091,496
76,61,1473,1091,496
76,61,1473,1091,496
77,61,1473,1091,496
76,61,1468,1088,495
76,61,1472,1090,496
76,61,1473,1091,496
76,61,1472,1091,495
76,61,1473,1091,496
79,61,1472,1090,495
75,61,1469,1089,494
75,61,1472,1093,494
76,61,1472,1095,492
76,61,1473,1095,491
76,61,1473,1093,489
76,61,1468,1089,486
76,61,1471,1093,487
76,61,1471,1093,487
76,61,1470,1092,486
76,61,1470,1091,486
76,61,1470,1090,485
76,61,1470,1090,485
76,61,1471,1089,485
75,61,1471,1089,485
76,61,1471,1089,484
75,61,1471,1089,484
