155,91,1516,1123,688
155,91,1516,1123,688
155,92,1519,1125,689
155,91,1519,1125,689
155,91,1519,1125,689
155,91,1516,1123,687
155,91,1516,1122,687
155,91,1519,1125,688
155,91,1519,1125,688
155,91,1519,1125,688
154,91,1515,1122,686
155,91,1516,1122,686
155,91,1519,1125,687
155,91,1519,1125,687
155,91,1519,1125,687
154,91,1515,1122,685
154,91,1515,1122,685
154,91,1519,1124,686
154,91,1519,1125,686
154,91,1519,1125,686
154,91,1516,1122,685
154,91,1515,1122,685
154,91,1516,1122,686
154,91,1519,1125,687
154,91,1519,1125,687
153,91,1516,1122,686
154,91,1516,1122,686
153,91,1515,1122,685
154,91,1519,1125,687
