206,98,1674,3239,903
205,98,1675,3239,901
205,98,1675,3239,900
205,97,1675,3231,898
204,97,1675,3239,896
204,97,1675,3233,894
204,97,1675,3236,892
203,97,1675,3235,891
203,97,1675,3237,889
203,97,1675,3238,887
203,97,1676,3239,886
202,97,1676,3239,884
202,97,1676,3237,883
202,97,1676,3237,881
201,97,1676,3238,880
201,97,1676,3239,878
201,97,1676,3240,877
201,97,1676,3240,876
201,97,1677,3241,875
200,97,1677,3241,873
200,97,1677,3243,872
200,96,1677,3245,871
200,97,1677,3244,870
200,96,1677,3243,869
200,96,1677,3247,868
1
