224,112,1620,3774,1030,T,X,L,X,X,2
225,111,1620,3773,1029,T,X,L,X,X,2
226,112,1619,3774,1030,T,X,L,X,X,2
226,111,1619,3775,1031,T,X,L,X,X,2
224,110,1620,3774,1030,T,X,L,X,X,2
224,111,1621,3775,1029,T,X,L,X,X,2
225,111,1619,3773,1030,T,X,L,X,X,2
224,110,1619,3775,1029,T,X,L,X,X,2
225,110,1621,3774,1029,T,X,L,X,X,2
225,112,1621,3773,1029,T,X,L,X,X,2
224,111,1621,3775,1030,T,X,L,X,X,2
224,112,1619,3775,1029,T,X,L,X,X,2
224,111,1621,3773,1029,T,X,L,X,X,2
225,110,1620,3774,1029,T,X,L,X,X,2
224,111,1619,3774,1029,T,X,L,X,X,2
225,111,1620,3774,1028,T,X,L,X,X,2
223,111,1620,3774,1027,T,X,L,X,X,2
224,112,1619,3774,1028,T,X,L,X,X,2
224,111,1621,3774,1028,T,X,L,X,X,2
224,110,1619,3774,1028,T,X,L,X,X,2
224,111,1621,3774,1029,T,X,L,X,X,2
224,111,1619,3773,1028,T,X,L,X,X,2
224,111,1619,3775,1028,T,X,L,X,X,2
225,112,1619,3773,1027,T,X,L,X,X,2
224,112,1620,3774,1028,T,X,L,X,X,2
224,112,1619,3775,1028,T,X,L,X,X,2
224,112,1619,3774,1027,T,X,L,X,X,2
224,112,1618,3774,1027,T,X,L,X,X,2
224,111,1619,3774,1026,T,X,L,X,X,2
224,112,1620,3774,1028,T,X,L,X,X,2
