81,64,1471,1093,397
81,64,1471,1092,397
81,63,1466,1089,395
81,64,1471,1092,396
81,64,1471,1092,396
81,64,1471,1092,396
81,64,1472,1092,396
81,64,1472,1092,396
80,63,1467,1089,395
81,64,1472,1092,396
81,64,1472,1093,396
81,64,1472,1093,396
81,64,1472,1092,396
80,63,1467,1089,395
81,64,1472,1093,396
81,64,1473,1093,396
81,64,1473,1093,396
81,64,1473,1093,396
80,63,1473,1093,396
80,63,1467,1089,395
81,64,1473,1093,396
81,64,1473,1093,396
81,63,1473,1093,396
81,64,1473,1093,396
80,63,1468,1091,395
81,64,1473,1093,395
80,64,1473,1094,396
81,64,1473,1094,396
81,64,1473,1094,396
81,64,1473,1094,395
