66,61,1479,1106,311
66,61,1480,1106,311
65,60,1475,1103,310
66,61,1479,1106,311
66,61,1479,1106,311
66,61,1477,1105,311
66,61,1477,1106,310
66,60,1472,1101,309
66,61,1475,1104,310
66,61,1477,1104,310
66,61,1476,1104,310
66,61,1475,1103,310
66,61,1475,1103,309
66,61,1472,1100,308
66,61,1474,1102,309
66,61,1475,1103,309
66,61,1475,1104,309
66,61,1476,1104,309
65,61,1471,1101,307
66,61,1475,1103,308
66,61,1474,1103,308
66,61,1475,1104,308
66,61,1475,1104,308
66,61,1475,1104,308
66,61,1475,1104,308
66,60,1475,1104,307
66,61,1475,1103,307
66,61,1475,1103,307
66,61,1475,1103,307
65,61,1471,1100,306
66,61,1474,1102,307
