222,106,1667,3154,934
222,106,1668,3154,934
221,106,1668,3157,933
221,106,1668,3156,933
221,106,1669,3155,933
221,106,1669,3156,933
221,105,1669,3156,932
221,105,1670,3158,932
221,105,1670,3162,932
221,105,1670,3157,932
221,105,1670,3157,931
220,105,1670,3158,931
220,105,1671,3164,931
220,105,1671,3156,931
220,105,1671,3158,930
220,105,1671,3160,931
220,105,1672,3159,930
220,105,1672,3160,930
220,105,1672,3159,931
220,105,1672,3159,930
220,104,1672,3160,930
220,105,1673,3161,931
220,104,1673,3169,931
220,104,1673,3161,931
220,104,1673,3154,931
220,104,1674,3166,932
219,104,1674,3162,932
220,104,1674,3159,932
219,104,1674,3163,933
220,104,1674,3158,933
220,104,1675,3164,933
2
