72,62,1491,1115,343
72,62,1491,1115,343
72,63,1492,1115,345
72,62,1488,1113,346
73,62,1492,1115,348
73,63,1491,1115,351
73,63,1490,1114,352
73,63,1489,1113,351
73,63,1489,1113,350
72,63,1485,1110,347
72,63,1489,1113,347
72,63,1489,1113,346
72,63,1489,1113,344
72,63,1490,1114,343
72,62,1485,1110,341
72,63,1490,1114,341
72,63,1489,1113,341
72,63,1490,1114,340
72,63,1490,1114,340
72,63,1490,1113,340
72,62,1485,1110,339
72,62,1489,1113,339
72,63,1490,1113,339
72,63,1489,1114,338
72,63,1489,1113,338
72,62,1484,1110,337
72,62,1486,1111,337
72,62,1486,1111,336
72,62,1486,1111,335
72,62,1487,1112,335
