250,118,1734,3703,943
250,118,1734,3705,943
250,118,1734,3714,944
250,118,1735,3713,945
250,118,1735,3711,945
250,118,1736,3711,945
250,118,1736,3708,946
250,117,1736,3715,946
250,117,1737,3719,947
250,117,1737,3718,947
251,117,1737,3721,948
251,117,1738,3723,948
251,117,1738,3720,949
251,117,1738,3719,949
251,117,1739,3723,950
251,117,1739,3720,950
251,117,1739,3723,950
251,117,1740,3722,951
251,117,1740,3721,951
251,117,1740,3716,951
251,117,1740,3719,952
251,117,1740,3720,952
251,117,1741,3724,953
252,117,1741,3725,953
252,117,1742,3725,954
251,116,1741,3724,954
252,117,1742,3722,954
252,116,1742,3720,955
252,116,1741,3711,954
252,116,1742,3726,955
252,116,1743,3726,956
252,116,1743,3726,956
252,116,1743,3720,957
252,116,1742,3704,956
252,116,1743,3709,956
252,116,1743,3713,957
252,116,1744,3727,958
252,116,1744,3721,958
252,116,1745,3726,959
253,116,1744,3730,959
