67,61,1481,1108,313
67,61,1480,1108,314
67,61,1481,1107,313
67,61,1481,1108,313
67,61,1481,1108,313
67,61,1480,1108,313
67,61,1480,1108,313
66,60,1476,1104,312
67,61,1481,1108,313
67,61,1481,1108,313
67,61,1482,1109,313
67,61,1483,1110,314
67,61,1479,1106,315
67,61,1484,1110,317
68,61,1484,1110,319
67,61,1485,1111,321
68,61,1486,1111,323
67,62,1486,1111,323
67,61,1482,1107,323
67,62,1486,1110,324
67,62,1486,1111,324
67,62,1486,1111,324
68,61,1485,1111,324
67,61,1480,1107,323
67,61,1484,1110,324
68,62,1484,1110,323
68,61,1484,1110,323
68,61,1485,1110,322
67,61,1485,1110,322
67,61,1479,1107,320
