109,76,1553,3732,526
109,76,1554,3737,526
109,76,1554,3734,526
109,76,1554,3736,526
109,76,1554,3736,526
109,76,1553,3736,526
108,76,1553,3736,526
108,76,1553,3736,526
108,76,1553,3735,526
108,76,1554,3736,526
108,76,1554,3736,526
108,76,1554,3738,526
108,76,1554,3739,526
108,75,1554,3736,526
107,76,1553,3736,526
107,76,1553,3737,526
107,76,1553,3737,526
107,76,1553,3739,526
107,76,1553,3740,526
107,75,1553,3734,526
107,76,1553,3734,526
107,76,1553,3739,526
107,76,1553,3738,526
107,76,1553,3740,526
106,75,1551,3736,525
107,76,1549,3736,523
107,75,1539,3710,517
105,73,1505,3701,490
105,73,1502,3713,482
