84,65,1517,1134,449
85,65,1517,1134,448
85,65,1516,1134,445
84,65,1516,1135,442
84,65,1516,1135,440
84,65,1517,1136,438
84,65,1517,1135,436
83,65,1516,1135,434
83,65,1516,1134,432
83,65,1515,1134,431
83,64,1515,1134,429
82,65,1515,1134,427
83,64,1515,1134,425
82,65,1515,1134,424
83,65,1516,1134,425
83,65,1516,1134,426
83,65,1516,1134,428
83,65,1516,1135,430
83,65,1517,1135,431
83,65,1517,1135,431
84,65,1516,1135,431
83,65,1516,1134,432
83,65,1516,1134,436
83,65,1515,1134,437
83,65,1515,1134,439
83,65,1515,1134,439
83,65,1515,1134,439
83,65,1515,1134,439
83,65,1515,1135,438
82,65,1516,1135,436
