76,62,1476,1094,478
75,62,1476,1094,477
76,62,1476,1094,478
76,62,1476,1094,478
76,62,1476,1094,479
76,61,1476,1094,479
75,61,1471,1091,477
76,62,1476,1094,479
76,62,1476,1094,479
76,62,1476,1094,479
76,62,1477,1094,480
75,61,1472,1091,478
75,62,1477,1094,480
76,62,1477,1094,480
76,62,1476,1094,480
76,62,1477,1094,480
76,62,1477,1094,480
75,61,1473,1091,479
76,62,1477,1094,480
75,62,1477,1094,480
76,61,1477,1094,481
76,62,1477,1094,481
75,61,1472,1091,479
75,62,1477,1094,481
76,62,1477,1094,481
76,62,1477,1094,481
75,62,1477,1094,481
76,62,1477,1094,482
75,61,1472,1091,480
75,62,1477,1094,482
