180,95,1619,3680,699
180,96,1619,3681,699
180,96,1620,3679,699
180,96,1619,3682,698
180,95,1618,3664,697
180,95,1618,3664,696
180,95,1618,3664,695
180,95,1619,3664,695
180,95,1619,3673,695
179,95,1619,3668,694
179,96,1620,3668,695
179,95,1621,3671,695
179,96,1621,3670,694
179,95,1621,3672,694
179,95,1622,3684,694
179,95,1622,3682,694
178,95,1621,3685,693
179,95,1621,3679,693
179,95,1621,3681,692
179,95,1621,3679,691
179,95,1621,3680,691
179,95,1622,3679,690
178,95,1622,3680,690
179,95,1623,3683,691
178,95,1623,3685,691
178,95,1623,3674,690
178,95,1622,3674,689
178,95,1622,3677,688
178,95,1622,3682,688
178,95,1622,3674,687
178,95,1622,3678,687
178,95,1622,3678,686
178,95,1622,3679,686
178,95,1622,3682,685
178,95,1621,3682,684
177,95,1621,3681,683
178,95,1622,3682,683
178,95,1622,3683,684
178,95,1622,3682,683
177,95,1622,3684,683
177,95,1622,3681,683
177,95,1621,3662,681
177,95,1622,3668,681
177,95,1622,3670,681
177,95,1623,3670,681
177,95,1622,3670,680
177,95,1622,3672,680
177,95,1622,3672,679
177,95,1622,3675,679
177,95,1623,3684,680
177,95,1624,3684,680
177,95,1624,3686,680
177,95,1623,3673,679
177,95,1623,3676,679
177,95,1623,3675,678
177,95,1623,3675,678
177,95,1623,3674,678
177,96,1623,3677,677
177,95,1624,3683,677
177,95,1624,3690,677
177,95,1625,3684,677
177,95,1625,3686,677
177,95,1624,3685,677
177,95,1624,3683,677
176,95,1623,3667,675
177,95,1624,3666,675
177,95,1624,3669,675
177,95,1624,3669,675
177,95,1624,3673,675
176,95,1624,3668,675
177,95,1624,3672,674
177,95,1624,3673,674
177,95,1625,3674,675
