71,62,1489,1113,331
71,62,1490,1113,332
71,62,1490,1114,332
71,63,1490,1114,332
71,63,1488,1113,332
70,62,1483,1109,331
71,63,1488,1112,332
71,62,1488,1112,332
71,62,1488,1112,331
71,62,1488,1112,332
70,62,1483,1109,330
71,62,1488,1112,331
71,62,1489,1113,332
70,62,1489,1113,332
71,62,1489,1113,331
71,62,1489,1113,331
70,62,1485,1110,330
71,62,1489,1113,331
71,62,1488,1113,331
71,62,1489,1113,331
71,62,1489,1113,331
71,62,1484,1110,331
71,62,1488,1113,333
71,62,1488,1113,333
71,62,1488,1113,333
71,62,1487,1113,333
71,62,1488,1113,333
71,62,1488,1113,333
71,62,1488,1112,334
71,63,1487,1112,335
71,62,1487,1112,335
