98,69,1421,1050,388
98,69,1422,1050,389
98,69,1423,1050,389
98,70,1427,1053,390
98,70,1426,1053,390
97,69,1424,1051,389
97,69,1422,1050,389
97,69,1424,1051,389
97,70,1427,1053,390
97,70,1427,1054,390
98,70,1427,1054,390
97,69,1424,1051,389
97,69,1424,1051,389
97,70,1424,1051,389
97,70,1428,1054,390
98,70,1427,1054,390
97,69,1423,1051,389
97,69,1423,1051,390
97,69,1424,1052,390
97,70,1428,1055,392
97,70,1428,1054,392
97,70,1429,1055,393
97,69,1425,1052,392
96,70,1424,1051,392
96,69,1424,1052,392
97,70,1428,1054,392
97,69,1428,1054,392
96,69,1425,1052,392
96,70,1425,1051,391
96,69,1425,1052,392
