183,95,1666,3714,679,B,X,X,X,X,3
183,95,1667,3711,680,B,X,X,X,X,3
183,95,1667,3714,680,B,X,X,X,X,3
184,95,1667,3714,681,B,X,X,X,X,3
184,95,1667,3712,681,B,X,X,X,X,3
184,95,1666,3713,682,B,X,X,X,X,3
184,95,1666,3713,682,B,X,X,X,X,3
184,95,1667,3715,683,B,X,X,X,X,3
184,95,1667,3714,683,B,X,X,X,X,3
184,95,1667,3714,684,B,X,X,X,X,3
184,95,1667,3714,684,B,X,X,X,X,3
184,96,1667,3714,684,B,X,X,X,X,3
184,96,1667,3715,683,B,X,X,X,X,3
184,95,1666,3713,683,B,X,X,X,X,3
185,96,1667,3716,683,B,X,X,X,X,3
185,96,1667,3715,683,B,X,X,X,X,3
185,96,1667,3715,682,B,X,X,X,X,3
185,96,1667,3715,682,B,X,X,X,X,3
185,96,1667,3717,681,B,X,X,X,X,3
185,96,1667,3718,681,B,X,X,X,X,3
185,96,1667,3717,680,B,X,X,X,X,3
185,96,1667,3721,679,B,X,X,X,X,3
185,96,1667,3713,678,B,X,X,X,X,3
185,96,1667,3712,677,B,X,X,X,X,3
185,96,1667,3713,677,B,X,X,X,X,3
186,96,1667,3714,676,B,X,X,X,X,3
186,96,1667,3714,675,B,X,X,X,X,3
186,96,1667,3715,674,B,X,X,X,X,3
186,96,1668,3715,674,B,X,X,X,X,3
186,96,1668,3717,673,B,X,X,X,X,3
186,96,1668,3709,672,B,X,X,X,X,3
186,96,1668,3714,671,B,X,X,X,X,3
186,97,1668,3714,671,B,X,X,X,X,3
187,97,1668,3716,670,B,X,X,X,X,3
187,96,1668,3716,670,B,X,X,X,X,3
187,97,1668,3717,669,B,X,X,X,X,3
187,97,1668,3715,669,B,X,X,X,X,3
187,97,1668,3717,669,B,X,X,X,X,3
188,97,1668,3719,668,B,X,X,X,X,3
187,97,1668,3719,668,B,X,X,X,X,3
188,97,1669,3722,668,B,X,X,X,X,3
188,97,1669,3716,668,B,X,X,X,X,3
188,97,1668,3714,667,B,X,X,X,X,3
188,97,1669,3713,667,B,X,X,X,X,3
188,97,1669,3714,667,B,X,X,X,X,3
188,98,1669,3718,667,B,X,X,X,X,3
188,97,1669,3719,667,B,X,X,X,X,3
188,97,1669,3717,667,B,X,X,X,X,3
188,97,1669,3717,667,B,X,X,X,X,3
188,97,1669,3716,667,B,X,X,X,X,3
188,97,1669,3721,667,B,X,X,X,X,3
189,98,1669,3717,667,B,X,X,X,X,3
189,97,1670,3718,667,B,X,X,X,X,3
189,97,1670,3718,667,B,X,X,X,X,3
189,98,1669,3717,667,B,X,X,X,X,3
189,97,1670,3717,667,B,X,X,X,X,3
189,98,1670,3716,667,B,X,X,X,X,3
189,97,1670,3717,667,B,X,X,X,X,3
190,98,1670,3717,667,B,X,X,X,X,3
189,98,1670,3719,667,B,X,X,X,X,3
190,98,1670,3721,668,B,X,X,X,X,3
190,98,1670,3718,668,B,X,X,X,X,3
190,98,1671,3724,668,B,X,X,X,X,3
190,98,1670,3706,668,B,X,X,X,X,3
190,97,1670,3703,668,B,X,X,X,X,3
190,98,1670,3703,668,B,X,X,X,X,3
190,98,1670,3708,668,B,X,X,X,X,3
190,98,1670,3708,668,B,X,X,X,X,3
190,98,1670,3710,668,B,X,X,X,X,3
191,98,1670,3709,668,B,X,X,X,X,3
190,98,1670,3710,669,B,X,X,X,X,3
191,98,1670,3710,669,B,X,X,X,X,3
191,98,1671,3713,669,B,X,X,X,X,3
191,98,1671,3712,669,B,X,X,X,X,3
191,98,1671,3714,670,B,X,X,X,X,3
191,98,1671,3713,670,B,X,X,X,X,3
191,98,1671,3712,670,B,X,X,X,X,3
191,98,1671,3712,671,B,X,X,X,X,3
