215,113,1690,3561,941,T,X,L,X,X,2
215,112,1690,3560,941,T,X,L,X,X,2
215,112,1691,3560,940,T,X,L,X,X,2
215,112,1691,3559,940,T,X,L,X,X,2
215,113,1690,3559,939,T,X,L,X,X,2
215,112,1690,3560,939,T,X,L,X,X,2
215,112,1690,3559,939,T,X,L,X,X,2
216,112,1691,3559,939,T,X,L,X,X,2
215,111,1690,3560,939,T,X,L,X,X,2
214,112,1691,3560,939,T,X,L,X,X,2
214,112,1690,3561,939,T,X,L,X,X,2
213,112,1690,3560,939,T,X,L,X,X,2
214,112,1691,3560,939,T,X,L,X,X,2
214,112,1690,3560,939,T,X,L,X,X,2
213,113,1691,3560,940,T,X,L,X,X,2
214,111,1690,3560,938,T,X,L,X,X,2
215,111,1691,3561,937,T,X,L,X,X,2
213,111,1689,3561,938,T,X,L,X,X,2
214,111,1690,3561,937,T,X,L,X,X,2
214,113,1690,3561,937,T,X,L,X,X,2
214,111,1690,3561,937,T,X,L,X,X,2
215,112,1690,3561,938,T,X,L,X,X,2
213,112,1691,3561,937,T,X,L,X,X,2
215,112,1690,3560,938,T,X,L,X,X,2
214,112,1691,3561,937,T,X,L,X,X,2
214,113,1690,3562,938,T,X,L,X,X,2
214,114,1689,3562,937,T,X,L,X,X,2
214,113,1689,3561,938,T,X,L,X,X,2
213,114,1689,3561,937,T,X,L,X,X,2
214,113,1689,3561,937,T,X,L,X,X,2
212,112,1688,3560,937,T,X,L,X,X,2
212,113,1690,3560,937,T,X,L,X,X,2
213,112,1690,3560,937,T,X,L,X,X,2
213,113,1689,3560,937,T,X,L,X,X,2
212,112,1689,3561,937,T,X,L,X,X,2
