230,125,1661,3753,1052,T,X,L,X,X,2
230,125,1660,3754,1049,T,X,L,X,X,2
229,126,1659,3753,1047,T,X,L,X,X,2
229,126,1659,3757,1045,T,X,L,X,X,2
229,127,1658,3755,1043,T,X,L,X,X,2
229,127,1658,3753,1041,T,X,L,X,X,2
229,127,1657,3753,1040,T,X,L,X,X,2
229,127,1657,3754,1039,T,X,L,X,X,2
229,127,1657,3753,1038,T,X,L,X,X,2
228,127,1657,3753,1037,T,X,L,X,X,2
229,128,1656,3755,1037,T,X,L,X,X,2
228,128,1656,3754,1036,T,X,L,X,X,2
228,127,1657,3758,1036,T,X,L,X,X,2
228,127,1656,3751,1036,T,X,L,X,X,2
228,127,1657,3756,1036,T,X,L,X,X,2
228,127,1657,3758,1036,T,X,L,X,X,2
229,127,1657,3756,1036,T,X,L,X,X,2
229,127,1657,3754,1036,T,X,L,X,X,2
229,127,1657,3755,1036,T,X,L,X,X,2
229,127,1657,3756,1036,T,X,L,X,X,2
231,127,1658,3756,1037,T,X,L,X,X,2
231,127,1658,3756,1037,T,X,L,X,X,2
230,128,1658,3757,1037,T,X,L,X,X,2
230,128,1657,3755,1038,T,X,L,X,X,2
229,128,1657,3752,1038,T,X,L,X,X,2
229,128,1657,3755,1039,T,X,L,X,X,2
229,129,1657,3763,1040,T,X,L,X,X,2
228,129,1657,3755,1041,T,X,L,X,X,2
228,129,1657,3758,1042,T,X,L,X,X,2
229,129,1657,3758,1043,T,X,L,X,X,2
228,129,1657,3760,1044,T,X,L,X,X,2
228,129,1657,3756,1045,T,X,L,X,X,2
