210,109,1679,3549,911,T,X,L,X,X,2
210,108,1680,3550,911,T,X,L,X,X,2
209,107,1680,3549,909,T,X,L,X,X,2
210,108,1681,3549,909,T,X,L,X,X,2
211,108,1680,3550,911,T,X,L,X,X,2
209,109,1681,3550,910,T,X,L,X,X,2
209,108,1680,3550,910,T,X,L,X,X,2
209,108,1680,3550,908,T,X,L,X,X,2
211,108,1680,3550,909,T,X,L,X,X,2
210,108,1679,3550,909,T,X,L,X,X,2
211,107,1679,3550,909,T,X,L,X,X,2
211,107,1681,3550,909,T,X,L,X,X,2
209,108,1680,3550,909,T,X,L,X,X,2
209,108,1681,3551,909,T,X,L,X,X,2
209,107,1681,3550,910,T,X,L,X,X,2
209,108,1681,3550,909,T,X,L,X,X,2
209,107,1681,3550,909,T,X,L,X,X,2
209,108,1680,3550,909,T,X,L,X,X,2
210,109,1679,3550,910,T,X,L,X,X,2
209,108,1680,3550,908,T,X,L,X,X,2
208,108,1680,3549,908,T,X,L,X,X,2
209,107,1679,3550,909,T,X,L,X,X,2
208,107,1680,3550,908,T,X,L,X,X,2
209,109,1681,3550,909,T,X,L,X,X,2
209,108,1681,3550,908,T,X,L,X,X,2
208,108,1679,3551,907,T,X,L,X,X,2
209,108,1680,3551,909,T,X,L,X,X,2
209,107,1679,3551,908,T,X,L,X,X,2
210,107,1680,3551,909,T,X,L,X,X,2
208,108,1680,3551,908,T,X,L,X,X,2
209,108,1679,3550,908,T,X,L,X,X,2
210,108,1679,3551,909,T,X,L,X,X,2
210,108,1679,3551,906,T,X,L,X,X,2
209,108,1679,3552,906,T,X,L,X,X,2
209,108,1679,3551,907,T,X,L,X,X,2
