215,112,1590,3641,960,T,X,L,X,X,2
215,113,1590,3641,960,T,X,L,X,X,2
216,113,1589,3640,961,T,X,L,X,X,2
216,112,1590,3640,960,T,X,L,X,X,2
215,113,1591,3639,960,T,X,L,X,X,2
215,111,1590,3640,958,T,X,L,X,X,2
216,112,1591,3639,960,T,X,L,X,X,2
215,112,1590,3640,960,T,X,L,X,X,2
215,113,1590,3639,959,T,X,L,X,X,2
215,112,1590,3641,959,T,X,L,X,X,2
214,112,1591,3641,959,T,X,L,X,X,2
214,113,1590,3639,958,T,X,L,X,X,2
213,112,1590,3641,959,T,X,L,X,X,2
214,112,1589,3640,959,T,X,L,X,X,2
214,113,1591,3640,959,T,X,L,X,X,2
214,112,1590,3640,957,T,X,L,X,X,2
214,111,1590,3639,958,T,X,L,X,X,2
214,112,1590,3641,958,T,X,L,X,X,2
214,112,1590,3640,959,T,X,L,X,X,2
214,113,1590,3639,958,T,X,L,X,X,2
214,112,1590,3640,958,T,X,L,X,X,2
215,112,1589,3640,959,T,X,L,X,X,2
213,113,1591,3640,958,T,X,L,X,X,2
214,112,1590,3640,958,T,X,L,X,X,2
213,112,1590,3641,959,T,X,L,X,X,2
215,112,1590,3640,956,T,X,L,X,X,2
215,112,1589,3640,957,T,X,L,X,X,2
214,112,1590,3641,956,T,X,L,X,X,2
213,112,1589,3641,957,T,X,L,X,X,2
214,111,1588,3642,958,T,X,L,X,X,2
213,112,1589,3641,958,T,X,L,X,X,2
213,113,1589,3641,957,T,X,L,X,X,2
213,111,1588,3641,957,T,X,L,X,X,2
213,111,1588,3641,958,T,X,L,X,X,2
214,112,1589,3642,956,T,X,L,X,X,2
214,112,1589,3641,957,T,X,L,X,X,2
212,111,1589,3640,956,T,X,L,X,X,2
213,111,1588,3641,955,T,X,L,X,X,2
213,112,1588,3641,956,T,X,L,X,X,2
213,111,1589,3640,955,T,X,L,X,X,2
212,113,1588,3642,956,T,X,L,X,X,2
213,112,1589,3641,956,T,X,L,X,X,2
213,112,1589,3640,956,T,X,L,X,X,2
214,112,1589,3640,955,T,X,L,X,X,2
212,112,1589,3641,956,T,X,L,X,X,2
213,112,1589,3641,955,T,X,L,X,X,2
213,112,1589,3640,955,T,X,L,X,X,2
213,112,1589,3641,955,T,X,L,X,X,2
214,111,1590,3641,955,T,X,L,X,X,2
213,112,1590,3642,956,T,X,L,X,X,2
