180,100,1580,3600,690,T,X,L,X,X,2
180,99,1581,3600,689,T,X,L,X,X,2
181,100,1580,3600,690,T,X,L,X,X,2
180,100,1579,3601,690,T,X,L,X,X,2
180,99,1580,3600,690,T,X,L,X,X,2
180,101,1580,3600,689,T,X,L,X,X,2
179,101,1580,3601,689,T,X,L,X,X,2
181,100,1580,3601,688,T,X,L,X,X,2
180,100,1579,3601,689,T,X,L,X,X,2
179,101,1579,3599,689,T,X,L,X,X,2
180,100,1580,3599,688,T,X,L,X,X,2
178,101,1581,3600,689,T,X,L,X,X,2
179,100,1579,3599,688,T,X,L,X,X,2
179,100,1579,3600,689,T,X,L,X,X,2
180,100,1579,3600,688,T,X,L,X,X,2
179,100,1581,3600,688,T,X,L,X,X,2
179,100,1580,3600,687,T,X,L,X,X,2
180,100,1580,3600,688,T,X,L,X,X,2
180,100,1580,3600,689,T,X,L,X,X,2
178,100,1580,3600,687,T,X,L,X,X,2
179,99,1580,3600,687,T,X,L,X,X,2
179,100,1580,3600,686,T,X,L,X,X,2
179,100,1580,3600,688,T,X,L,X,X,2
179,100,1580,3600,687,T,X,L,X,X,2
179,99,1580,3601,688,T,X,L,X,X,2
178,100,1580,3600,687,T,X,L,X,X,2
179,101,1579,3601,687,T,X,L,X,X,2
179,101,1579,3599,687,T,X,L,X,X,2
178,102,1579,3600,688,T,X,L,X,X,2
179,101,1578,3600,687,T,X,L,X,X,2
177,102,1580,3601,687,T,X,L,X,X,2
178,101,1579,3600,686,T,X,L,X,X,2
178,102,1578,3600,685,T,X,L,X,X,2
178,100,1579,3600,686,T,X,L,X,X,2
179,101,1580,3600,687,T,X,L,X,X,2
177,101,1579,3600,686,T,X,L,X,X,2
178,100,1579,3600,686,T,X,L,X,X,2
178,100,1580,3600,686,T,X,L,X,X,2
178,101,1579,3601,685,T,X,L,X,X,2
178,100,1580,3600,685,T,X,L,X,X,2
